R00005	R00005	urea-1-carboxylate amidohydrolase; Urea-1-carboxylate + H2O <=> 2 CO2 + 2 Ammonia
R10290	R10290	UDP-alpha-D-xylose:pelargonidin-3-O-beta-D-glucoside 2'''-O-xylosyltransferase; Pelargonidin 3-O-glucoside + UDP-D-xylose <=> Pelargonidin 3-O-beta-D-sambubioside + UDP
R10291	R10291	UDP-alpha-D-xylose:cyanidin-3-O-beta-D-glucoside 2'''-O-xylosyltransferase; Chrysanthemin + UDP-D-xylose <=> Cyanidin 3-O-beta-D-sambubioside + UDP
R10292	R10292	UDP-alpha-D-xylose:delphinidin-3-O-beta-D-glucoside 2'''-O-xylosyltransferase; Delphinidin 3-O-glucoside + UDP-D-xylose <=> Delphinidin 3-O-beta-D-sambubioside + UDP
R10301	R10301	S-(hydroxymethyl)mycothiol:NAD+ oxidoreductase; S-(Hydroxymethyl)mycothiol + NAD+ + H2O <=> Formate + Mycothiol + NADH + H+
R10303	R10303	dTDP-4-acetamido-4,6-dideoxy-alpha-D-galactose:lipid II 4-acetamido-4,6-dideoxy-D-galactosyltransferase; N-Acetyl-beta-D-mannosaminuronosyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol + dTDP-4-acetamido-4,6-dideoxy-alpha-D-galactose <=> 4-Acetamido-4,6-dideoxy-alpha-D-galactosyl-(1->4)-N-acetyl-beta-D-mannosaminuronosyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol + dTDP
R10304	R10304	phosphoenolpyruvate:2,4-diacetamido-2,4,6-trideoxy-alpha-D-mannopyranose 1-(2-carboxy-2-oxoethyl)transferase; 2,4-Diacetamido-2,4,6-trideoxy-D-mannopyranose + Phosphoenolpyruvate + H2O <=> N,N'-Diacetyllegionaminate + Orthophosphate
R10305	R10305	O3-acetyl-L-serine:L-homocysteine S-(2-amino-2-carboxyethyl)transferase; O-Acetyl-L-serine + L-Homocysteine <=> L-Cystathionine + Acetate
R10306	R10306	S-adenosyl-L-methionine:2-(3-carboxy-3-aminopropyl)-L-histidine-[translation elongation factor 2] methyltransferase; 3 S-Adenosyl-L-methionine + Peptide 2-(3-carboxy-3-aminopropyl)-L-histidine <=> 3 S-Adenosyl-L-homocysteine + Peptide diphthine
R10307	R10307	S-adenosyl-L-methionine:dihydrosterigmatocystin 8-O-methyltransferase; S-Adenosyl-L-methionine + Dihydrosterigmatocystin <=> S-Adenosyl-L-homocysteine + Dihydro-O-methylsterigmatocystin
R10308	R10308	geraniol:NAD+ oxidoreductase; Geraniol + NAD+ <=> Geranial + NADH + H+
R10309	R10309	(1'S)-averantin:NADP+ oxidoreductase; (1'S)-Averantin + NADP+ <=> Norsolorinic acid + NADPH + H+
R10310	R10310	(1'S,5'S)-hydroxyaverantin:NAD+ oxidoreductase; (1'S,5'S)-5'-Hydroxyaverantin + NAD+ <=> 5'-Oxoaverantin + NADH + H+
R10311	R10311	(1'S,5'R)-hydroxyaverantin:NAD+ oxidoreductase; (1'S,5'R)-5'-Hydroxyaverantin + NAD+ <=> 5'-Oxoaverantin + NADH + H+
R10317	R10317	(1'S)-averantin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (5'-hydroxylating); (1'S)-Averantin + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> (1'S,5'S)-5'-Hydroxyaverantin + [Oxidized NADPH---hemoprotein reductase] + H2O
R10318	R10318	(1'S)-averantin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (5'-hydroxylating); (1'S)-Averantin + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> (1'S,5'R)-5'-Hydroxyaverantin + [Oxidized NADPH---hemoprotein reductase] + H2O
R10319	R10319	8-O-methylsterigmatocystin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (aflatoxin-B forming); O-Methylsterigmatocystin + 2 [Reduced NADPH---hemoprotein reductase] + 2 Oxygen <=> Aflatoxin B1 + 2 [Oxidized NADPH---hemoprotein reductase] + H2O + Methanol + CO2
R10320	R10320	8-O-methyldihydrosterigmatocystin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (aflatoxin-B forming); Dihydro-O-methylsterigmatocystin + 2 [Reduced NADPH---hemoprotein reductase] + 2 Oxygen <=> Aflatoxin B2 + 2 [Oxidized NADPH---hemoprotein reductase] + H2O + Methanol + CO2
R10321	R10321	tryprostatin B,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (6-hydroxytryprostatin B-forming); Tryprostatin B + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 6-Hydroxytryprostatin B + [Oxidized NADPH---hemoprotein reductase] + H2O
R10324	R10324	D-glyceraldehyde:acceptor oxidoreductase (FAD-containing); D-Glyceraldehyde + H2O + Acceptor <=> D-Glycerate + Reduced acceptor
R10325	R10325	2,3-bis-(O-phytany)l-sn-glycerol 1-phosphate:NAD+ oxidoreductase; 2,3-Bis-(O-phytanyl)-sn-glycerol 1-phosphate + 8 NAD+ <=> 2,3-Bis-O-(geranylgeranyl)glycerol 1-phosphate + 8 NADH + 8 H+
R10326	R10326	2,3-bis-(O-phytany)l-sn-glycerol 1-phosphate:NADP+ oxidoreductase; 2,3-Bis-(O-phytanyl)-sn-glycerol 1-phosphate + 8 NADP+ <=> 2,3-Bis-O-(geranylgeranyl)glycerol 1-phosphate + 8 NADPH + 8 H+
R10330	R10330	dihydrourocanate:acceptor oxidoreductase; Dihydrourocanate + Acceptor <=> Urocanate + Reduced acceptor
R10331	R10331	2,3-bis-(O-phytanyl)-sn-glycero-phospholipid:ferredoxin oxidoreductase; 2,3-Bis-(O-phytanyl)-sn-glycerol 1-phosphate + Acceptor <=> 2,3-Bis-O-(geranylgeranyl)glycerol 1-phosphate + Reduced acceptor
R10333	R10333	S,S-dimethyl-beta-propiothetin:tetrahydrofolate S-methyltransferase; S,S-Dimethyl-beta-propiothetin + Tetrahydrofolate <=> 3-(Methylthio)propanoate + 5-Methyltetrahydrofolate
R10337	R10337	5-phospho-alpha-D-ribose 1-diphosphate:4-aminobenzoate 5-phospho-beta-D-ribofuranosyltransferase (decarboxylating); 5-Phospho-alpha-D-ribose 1-diphosphate + 4-Aminobenzoate <=> 4-(beta-D-Ribofuranosyl)aniline 5'-phosphate + CO2 + Diphosphate
R10339	R10339	(7,8-dihydropterin-6-yl)methyl-diphosphate:4-(beta-D-ribofuranosyl)aniline-5'-phosphate 6-hydroxymethyl-7,8-dihydropterintransferase; 6-Hydroxymethyl-7,8-dihydropterin diphosphate + 4-(beta-D-Ribofuranosyl)aniline 5'-phosphate <=> N-[(7,8-Dihydropterin-6-yl)methyl]-4-(beta-D-ribofuranosyl)aniline 5'-phosphate + Diphosphate
R10340	R10340	dimethylallyl-diphosphate:brevianamide-F dimethylallyl-C-2-transferase; Dimethylallyl diphosphate + Brevianamide F <=> Diphosphate + Tryprostatin B
R10341	R10341	dimethylallyl-diphosphate:verruculogen dimethylallyl-O-transferase; Dimethylallyl diphosphate + Verruculogen <=> Diphosphate + Fumitremorgin A
R10343	R10343	succinyl-CoA:acetate CoA-transferase; Succinyl-CoA + Acetate <=> Acetyl-CoA + Succinate
R10344	R10344	7,8-dihydroneopterin 2',3'-cyclic phosphate 3'-phosphodiesterase; 7,8-Dihydroneopterin 2',3'-cyclic phosphate + H2O <=> Dihydroneopterin phosphate
R10345	R10345	7,8-dihydroneopterin 2',3'-cyclic phosphate 2'-phosphodiesterase; 7,8-Dihydroneopterin 2',3'-cyclic phosphate + H2O <=> 7,8-Dihydroneopterin 2'-phosphate
R10348	R10348	GTP 7,8-8,9-dihydrolase (cyclizing, formate-releasing, diphosphate-releasing); GTP + H2O <=> 7,8-Dihydroneopterin 2',3'-cyclic phosphate + Formate + Diphosphate
R10349	R10349	Geranylgeranyl diphosphate + Indoleglycerol phosphate <=> 3-Geranylgeranylindole + D-Glyceraldehyde 3-phosphate + Diphosphate
R10350	R10350	3-geranylgeranylindole,NADPH:oxygen oxidoreductase (10,11-epoxidizing); 3-Geranylgeranylindole + Oxygen + NADPH + H+ <=> 10,11-Epoxy-3-geranylgeranylindole + NADP+ + H2O
R10351	R10351	emindole-SB,NADPH:oxygen oxidoreductase (14,15-epoxidizing); Emindole SB + Oxygen + NADPH + H+ <=> 14,15-Epoxyemindole SB + NADP+ + H2O
R10352	R10352	10,11-Epoxy-3-geranylgeranylindole <=> Emindole SB
R10353	R10353	14,15-Epoxyemindole SB <=> Paspaline
R10356	R10356	paspaline-B,NADPH:oxygen oxidoreductase; Paspaline B + NADPH + H+ + Oxygen <=> 12-Demethyl-11,12-dehydropaspaline + NADP+ + H2O + Formate
R10357	R10357	12-Demethyl-11,12-dehydropaspaline + Oxygen + NADPH + H+ <=> beta-PC-M6 + NADP+ + H2O
R10358	R10358	beta-PC-M6 + Oxygen + NADPH + H+ <=> 13-Desoxypaxilline + NADP+ + 2 H2O
R10359	R10359	13-desoxypaxilline,NADPH:oxygen oxidoreductase; 13-Desoxypaxilline + NADPH + H+ + Oxygen <=> Paxilline + NADP+ + H2O
R10361	R10361	13-Desoxypaxilline + NADPH + Oxygen + H+ <=> Paspalicine + NADP+ + 2 H2O
R10362	R10362	Paspalicine + Oxygen + NADPH + H+ <=> Paspalinine + NADP+ + H2O
R10365	R10365	dimethylallyl-diphosphate:paspalinine dimethylallyltransferase; Paspalinine + Dimethylallyl diphosphate <=> Aflatrem + Diphosphate
R10371	R10371	paspaline,NADPH:oxygen oxidoreductase; Paspaline + 2 NADPH + 2 H+ + 2 Oxygen <=> Paspaline B + 2 NADP+ + 3 H2O
R10388	R10388	nitroalkane:oxygen oxidoreductase; Nitroalkane + H2O + Oxygen <=> Aldehyde + Nitrite + Hydrogen peroxide
R10389	R10389	nitroalkane:oxygen oxidoreductase; Nitroalkane + H2O + Oxygen <=> Ketone + Nitrite + Hydrogen peroxide
R10390	R10390	H2:polysulfide oxidoreductase; Hydrogen + Polysulfide(n) <=> Hydrogen sulfide + Polysulfide(n-1)
R10391	R10391	(R)-(homo)2-citrate hydro-lyase [(-)-threo-Iso(homo)2-citrate forming]; (R)-(Homo)2-citrate <=> (-)-threo-Iso(homo)2-citrate
R10392	R10392	(R)-(homo)2-citrate hydro-lyase; (R)-(Homo)2-citrate <=> cis-(Homo)2-aconitate + H2O
R10393	R10393	(-)-threo-iso(homo)2-citrate hydro-lyase; cis-(Homo)2-aconitate + H2O <=> (-)-threo-Iso(homo)2-citrate
R10394	R10394	(R)-(homo)3-citrate hydro-lyase [(-)-threo-Iso(homo)3-citrate forming]; (R)-(Homo)3-citrate <=> (-)-threo-Iso(homo)3-citrate
R10395	R10395	(R)-(homo)3-citrate hydro-lyase; (R)-(Homo)3-citrate <=> cis-(Homo)3-aconitate + H2O
R10396	R10396	(-)-threo-iso(homo)3-citrate hydro-lyase; cis-(Homo)3-aconitate + H2O <=> (-)-threo-Iso(homo)3-citrate
R10398	R10398	versiconol acetate O-acetylhydrolase; Versiconol acetate + H2O <=> Versiconol + Acetate
R10399	R10399	versiconol-acetate:NADP+ oxidoreductase; Versiconol acetate + NADP+ <=> Versiconal hemiacetal acetate + NADPH + H+
R10400	R10400	versiconol:NADP+ oxidoreductase; Versiconol + NADP+ <=> Versiconal + NADPH + H+
R10401	R10401	versiconal-hemiacetal-acetate O-acetylhydrolase; Versiconal hemiacetal acetate + H2O <=> Versiconal + Acetate
R10402	R10402	versiconal hydro-lyase (versicolorin-B forming); Versiconal <=> Versicolorin B + H2O
R10403	R10403	S-adenosyl-L-methionine:dihydrodemethylsterigmatocystin 6-O-methyltransferase; S-Adenosyl-L-methionine + Dihydrodemethylsterigmatocystin <=> S-Adenosyl-L-homocysteine + Dihydrosterigmatocystin
R10404	R10404	S-Adenosyl-L-methionine <=> S-Adenosyl-L-homocysteine
R10407	R10407	2-Amino-2-deoxy-D-gluconate + Protein N(pi)-phospho-L-histidine <=> D-Glucosaminate-6-phosphate + Protein histidine
R10408	R10408	D-glucosaminate-6-phosphate ammonia-lyase; 2-amino-2-deoxy-D-gluconate 6-phosphate ammonia-lyase (2-dehydro-3-deoxy-6-phospho-D-gluconate-forming); D-Glucosaminate-6-phosphate <=> 2-Dehydro-3-deoxy-6-phospho-D-gluconate + Ammonia
R10412	R10412	(2E,6E)-farnesol:NAD+ 1-oxidoreductase; (2E,6E)-Farnesol + NAD+ <=> 2-trans,6-trans-Farnesal + NADH + H+
R10414	R10414	fumitremorgin C,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (12alpha,13alpha-dihydroxyfumitremorgin C-forming); Fumitremorgin C + 2 [Reduced NADPH---hemoprotein reductase] + 2 Oxygen <=> 12alpha,13alpha-Dihydroxyfumitremorgin C + 2 [Oxidized NADPH---hemoprotein reductase] + 2 H2O
R10415	R10415	(3S,5S)-carbapenam-3-carboxylate,2-oxoglutarate:oxygen oxidoreductase (dehydrating); (3S,5S)-Carbapenam-3-carboxylic acid + 2-Oxoglutarate + Oxygen <=> (5R)-Carbapen-2-em-3-carboxylate + Succinate + CO2 + H2O
R10416	R10416	tryprostatin A,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase; Tryprostatin A + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Fumitremorgin C + [Oxidized NADPH---hemoprotein reductase] + 2 H2O
R10445	R10445	fumitremorgin B,2-oxoglutarate:oxygen oxidoreductase (verruculogen-forming); Fumitremorgin B + 2-Oxoglutarate + 2 Oxygen + Reduced acceptor <=> Verruculogen + Succinate + CO2 + H2O + Acceptor
R10455	R10455	S-adenosyl-L-methionine:L-histidine-[translation elongation factor 2] 2-[(3S)-3-amino-3-carboxypropyl]transferase; S-Adenosyl-L-methionine + L-Histidine-[translation elongation factor 2] <=> 5'-Methylthioadenosine + Peptide 2-(3-carboxy-3-aminopropyl)-L-histidine
R10457	R10457	dimethylallyl-diphosphate:12alpha,13alpha-dihydroxyfumitremorgin C dimethylallyl-N-1-transferase; Dimethylallyl diphosphate + 12alpha,13alpha-Dihydroxyfumitremorgin C <=> Diphosphate + Fumitremorgin B
R10460	R10460	GDP-4-amino-4,6-dideoxy-alpha-D-mannose:2-oxoglutarate aminotransferase; GDP-4-amino-4,6-dideoxy-alpha-D-mannose + 2-Oxoglutarate <=> GDP-4-dehydro-6-deoxy-D-mannose + L-Glutamate
R10463	R10463	ATP:L-threonyl,bicarbonate adenylyltransferase; L-Threonine + ATP + HCO3- + H+ <=> L-Threonylcarbamoyladenylate + Diphosphate + H2O
R10464	R10464	CDP-2,3-bis-(O-phytanyl)-sn-glycerol:1L-myo-inositol 1-phosphate 1-sn-archaetidyltransferase; CDP-2,3-bis-(O-phytanyl)-sn-glycerol + 1D-myo-Inositol 3-phosphate <=> CMP + 1-Archaetidyl-1D-myo-inositol 3-phosphate
R10467	R10467	2-heptyl-4(1H)-quinolone,NADH:oxygen oxidoreductase (3-hydroxylating); 2-Heptyl-4(1H)-quinolone + NADH + H+ + Oxygen <=> 2-Heptyl-3-hydroxy-quinolone + NAD+ + H2O
R10468	R10468	protoheme,hydrogen-donor:oxygen oxidoreductase (delta-methene-oxidizing, hydroxylating); Heme + 5 Reduced acceptor + 4 Oxygen <=> 5-Oxo-delta-bilirubin + Fe2+ + Formaldehyde + 5 Acceptor + 4 H2O
R10475	R10475	5'-oxoaverantin hydro-lyase [(1'S,5'S)-averufin forming]; 5'-Oxoaverantin <=> (1'S,5'S)-Averufin + H2O
R10485	R10485	malonyl-CoA:(S)-1-pyrroline-5-carboxylate malonyltransferase (cyclizing); Malonyl-CoA + (S)-1-Pyrroline-5-carboxylate + H2O <=> CoA + (2S,5S)-trans-Carboxymethylproline + CO2
R10486	R10486	maltose 6'-phosphate phosphohydrolase; Maltose 6'-phosphate + H2O <=> Maltose + Orthophosphate
R10491	R10491	S-adenosyl-L-methionine:gamma-tocotrienol 5-O-methyltransferase; S-Adenosyl-L-methionine + gamma-Tocotrienol <=> S-Adenosyl-L-homocysteine + alpha-Tocotrienol
R10492	R10492	S-adenosyl-L-methionine:delta-tocotrienol 5-O-methyltransferase; S-Adenosyl-L-methionine + delta-Tocotrienol <=> S-Adenosyl-L-homocysteine + beta-Tocotrienol
R10500	R10500	acetyl-CoA:phenylpyruvate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming); Phenylpyruvate + Acetyl-CoA + H2O <=> 2-Benzylmalic acid + CoA
R10501	R10501	2-benzylmalate hydro-lyase (3-benzylmalate-forming); 2-Benzylmalic acid <=> 3-Benzylmalic acid
R10502	R10502	3-benzylmalate:NAD+ oxidoreductase (decarboxylating); 3-Benzylmalic acid + NAD+ <=> 2-Oxo-4-phenylbutyric acid + CO2 + NADH + H+
R10504	R10504	meso-2,3-butanediol:NAD+ oxidoreductase [(S)-acetoin forming]; meso-2,3-Butanediol + NAD+ <=> (S)-Acetoin + NADH + H+
R10505	R10505	meso-2,3-butanediol:NAD+ oxidoreductase [(R)-acetoin forming]; meso-2,3-Butanediol + NAD+ <=> (R)-Acetoin + NADH + H+
R10507	R10507	L-proline:(acceptor) oxidoreductase; L-Proline + FAD <=> (S)-1-Pyrroline-5-carboxylate + FADH2
R10508	R10508	lycopene cyclase; 3,4-Dehydrolycopene <=> Torulene
R10510	R10510	protoheme,hydrogen-donor:oxygen oxidoreductase (beta-methene-oxidizing, hydroxylating); Heme + 5 Reduced acceptor + 4 Oxygen <=> 15-Oxo-beta-bilirubin + Fe2+ + Formaldehyde + 5 Acceptor + 4 H2O
R10520	R10520	D-glucose-6-phosphate:NAD+ 1-oxidoreductase; D-Glucose 6-phosphate + NAD+ <=> D-Glucono-1,5-lactone 6-phosphate + NADH + H+
R10525	R10525	NDP-alpha-D-glucose:D-glucose 1-alpha-D-glucosyltransferase; NDP-glucose + D-Glucose <=> alpha,alpha-Trehalose + NDP
R10528	R10528	(R)-2-hydroxycarboxylate:NADP+ oxidoreductase; (R)-2-Hydroxyacid + NADP+ <=> 2-Oxo acid + NADPH + H+
R10531	R10531	ATP phosphohydrolase (ABC-type, tungstate-importing); ATP + H2O + Tungstate <=> ADP + Orthophosphate + Tungstate
R10532	R10532	L-galactonate hydro-lyase (2-dehydro-3-deoxy-L-galactonate-forming); L-Galactonate <=> 2-Dehydro-3-deoxy-L-galactonate + H2O
R10533	R10533	geranylgeranyl-diphosphate diphosphate-lyase [(E,E)-geranyllinalool-forming]; Geranylgeranyl diphosphate + H2O <=> (E,E)-Geranyllinalool + Diphosphate
R10548	R10548	ATP:1D-myo-inositol 1-diphosphate 2,3,4,5,6-pentakisphosphate 5-phosphotransferase; ATP + 1-Diphosinositol pentakisphosphate <=> ADP + 1D-myo-Inositol 1,5-bis(diphosphate) 2,3,4,6-tetrakisphosphate
R10549	R10549	long-chain-aldehyde:NADP+ oxidoreductase (protein thioester-forming); Long-chain aldehyde + [Protein]-L-cysteine + NADP+ <=> [Protein]-S-(long-chain-acyl)-L-cysteine + NADPH + H+
R10550	R10550	2-dehydro-3-deoxy-L-galactonate L-glyceraldehyde-lyase (pyruvate-forming); 2-Dehydro-3-deoxy-L-galactonate <=> Pyruvate + L-Glyceraldehyde
R10551	R10551	long-chain-aldehyde,FMNH2:oxygen oxidoreductase (1-hydroxylating, luminescing); Long-chain aldehyde + Reduced FMN + Oxygen <=> Long-chain fatty acid + hn + FMN + H2O
R10553	R10553	N-acetyl-L-cysteine-S-conjugate amidohydrolase (carboxylate-forming); S-Substituted N-acetyl-L-cysteine + H2O <=> S-Substituted L-cysteine + Acetate
R10556	R10556	(2S,5S)-5-carboxymethylproline cyclo-ligase (AMP-forming); ATP + (2S,5S)-trans-Carboxymethylproline <=> AMP + Diphosphate + (3S,5S)-Carbapenam-3-carboxylic acid
R10557	R10557	9-cis-beta-carotene:O2 oxidoreductase (9',10'-cleaving); 9-cis-beta-Carotene + Oxygen <=> 9-cis-10'-Apo-beta-carotenal + beta-Ionone
R10558	R10558	9-cis-10'-apo-beta-carotenal:O2 oxidoreductase (14,15-cleaving, carlactone-forming); 9-cis-10'-Apo-beta-carotenal + 2 Oxygen <=> Carlactone + (2E,4E,6E)-7-Hydroxy-4-methylhepta-2,4,6-trienal
R10561	R10561	ATP:phosphomevalonate carboxy-lyase (adding ATP; isopentenyl-phosphate-forming); (R)-5-Phosphomevalonate + ATP <=> Isopentenyl phosphate + ADP + Orthophosphate + CO2
R10562	R10562	(6E,10E)-geranyllinalool,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase; (E,E)-Geranyllinalool + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> (E,E)-4,8,12-Trimethyltrideca-1,3,7,11-tetraene + But-3-en-2-one + [Oxidized NADPH---hemoprotein reductase] + 2 H2O
R10563	R10563	glycerol:NADP+ oxidoreductase (D/L-glyceraldehyde-forming); L-Glyceraldehyde + NADPH + H+ <=> Glycerol + NADP+
R10564	R10564	(5S)-5-amino-3-oxohexanoate:acetyl-CoA ethylamine transferase; (S)-5-Amino-3-oxohexanoic acid + Acetyl-CoA <=> L-3-Aminobutyryl-CoA + Acetoacetate
R10565	R10565	L-galactonate:NAD+ oxidoreductase; L-Galactonate + NAD+ <=> D-Galacturonate + NADH + H+
R10573	R10573	dTDP-6-deoxy-alpha-D-allose:NADP+ oxidoreductase; dTDP-6-deoxy-D-allose + NADP+ <=> dTDP-4-oxo-6-deoxy-D-allose + NADPH + H+
R10583	R10583	chorismate pyruvate-hydrolase; Chorismate + H2O <=> (4R,5R)-4,5-Dihydroxycyclohexa-1(6),2-diene-1-carboxylate + Pyruvate
R10585	R10585	(+)-copaly-diphosphate diphosphate-lyase (cyclizing, miltiradiene-forming); Copalyl diphosphate <=> Miltiradiene + Diphosphate
R10586	R10586	S-adenosyl-L-methionine:tRNA(Phe) {7-[(3S)-3-amino-3-carboxypropyl]wyosine37-O}-methyltransferase; 7-[(3S)-(3-Amino-3-carboxypropyl)]wyosine in tRNA(Phe) + S-Adenosyl-L-methionine <=> 7-[(3S)-3-Amino-3-(methoxycarbonyl)propyl]wyosine in tRNA(Phe) + S-Adenosyl-L-homocysteine
R10587	R10587	S-adenosyl-L-methionine:tRNA(Phe) {7-[(3S)-3-amino-3-(methoxycarbonyl)propyl]wyosine37-N}-methyltransferase (carbon dioxide-adding); 7-[(3S)-3-Amino-3-(methoxycarbonyl)propyl]wyosine in tRNA(Phe) + S-Adenosyl-L-methionine + CO2 <=> Wybutosine in tRNA(Phe) + S-Adenosyl-L-homocysteine
R10588	R10588	S-adenosyl-L-methionine:6-hydroxytryprostatin B O-methyltransferase; S-Adenosyl-L-methionine + 6-Hydroxytryprostatin B <=> S-Adenosyl-L-homocysteine + Tryprostatin A
R10589	R10589	anthraniloyl-CoA:3-oxodecanoate C-anthraniloyltransferase (decarboxylating); 3-Oxodecanoate + Anthraniloyl-CoA <=> CoA + 2-Heptyl-4(1H)-quinolone + CO2 + H2O
R10590	R10590	octanoyl-CoA:2-aminobenzoylacetate octanoyltransferase; Octanoyl-CoA + L-Cysteinyl-protein <=> S-Octanoyl-L-cysteinyl-protein + CoA
R10596	R10596	UDP-N-acetyl-alpha-D-glucosamine:alpha-D-mannosyl-threonyl-[protein] 4-beta-N-acetyl-D-glucosaminyltransferase; UDP-N-acetyl-alpha-D-glucosamine + 3-O-(alpha-D-Mannosyl)-L-threonyl-[protein] <=> UDP + 3-O-[N-Acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl]-L-threonyl-[protein]
R10597	R10597	chorismate pyruvate-lyase (3-hydroxybenzoate-forming); Chorismate <=> 3-Hydroxybenzoate + Pyruvate
R10598	R10598	(2E,6E)-farnesyl diphosphate lyase (cyclizing, (+)-beta-chamigrene-forming); trans,trans-Farnesyl diphosphate <=> (+)-beta-Chamigrene + Diphosphate
R10599	R10599	(2E,6E)-farnesyl diphosphate lyase (cyclizing, (+)-thujopsene-forming); trans,trans-Farnesyl diphosphate <=> (+)-Thujopsene + Diphosphate
R10600	R10600	acetyl-CoA:itaconate CoA-transferase; Acetyl-CoA + Itaconate <=> Acetate + Itaconyl-CoA
R10601	R10601	cyclohexane-1-carbonyl-CoA:electron transfer flavoprotein oxidoreductase; Cyclohexane-1-carboxyl-CoA + Electron-transferring flavoprotein <=> Cyclohex-1-ene-1-carboxyl-CoA + Reduced electron-transferring flavoprotein
R10610	R10610	O-phospho-L-serine:thiocarboxy-[sulfur-carrier protein] 2-amino-2-carboxyethyltransferase; O-Phospho-L-serine + Thiocarboxy-[sulfur-carrier protein] <=> [Sulfur-carrier protein]-Gly-NH-CH2-C(O)-S-L-cysteine + Orthophosphate
R10612	R10612	(S)-malyl-CoA hydrolase; L-Malyl-CoA + H2O <=> (S)-Malate + CoA
R10615	R10615	D-glyceraldehyde:NADP+ oxidoreductase; D-Glyceraldehyde + NADP+ + H2O <=> D-Glycerate + NADPH + H+
R10616	R10616	2-dehydro-3-deoxy-D-galactonate D-glyceraldehyde-lyase (pyruvate-forming); 2-Dehydro-3-deoxy-D-galactonate <=> Pyruvate + D-Glyceraldehyde
R10619	R10619	D-galactose 1-epimerase; aldose 1-epimerase; D-Galactose <=> alpha-D-Galactose
R10620	R10620	UDP-N-acetyl-alpha-D-galactosamine:N-acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl-threonyl-[protein] 3-beta-N-acetyl-D-galactosaminyltransferase; 3-O-[N-Acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl]-L-threonyl-[protein] + UDP-N-acetyl-D-galactosamine <=> 3-O-[N-Acetyl-beta-D-galactosaminyl-(1->3)-N-acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl]-L-threonyl-[protein] + UDP
R10623	R10623	delta-tocotrienol lyase (decyclizing); delta-Tocotrienol <=> 6-Geranylgeranyl-2-methylbenzene-1,4-diol
R10624	R10624	gamma-tocotrienol lyase (decyclizing); gamma-Tocotrienol <=> 6-Geranylgeranyl-2,3-dimethylbenzene-1,4-diol
R10629	R10629	NAD+ nicotinamide-lyase (cyclic-ADP-ribose-forming); NAD+ <=> Cyclic ADP-ribose + Nicotinamide + H+
R10630	R10630	cyclic-ADP-ribose hydrolase; Cyclic ADP-ribose + H2O <=> ADP-ribose
R10631	R10631	NADP+ nicotinamide-lyase (2'-phospho-cyclic-ADP-ribose-forming); NADP+ <=> 2'-Phospho-cyclic ADP-ribose + Nicotinamide + H+
R10632	R10632	NAADP nicotinate-lyase (2'-phospho-cyclic-ADP-ribose-forming); 2'-Phospho-cyclic ADP-ribose + Nicotinate + H+ <=> Nicotinic acid adenine dinucleotide phosphate
R10633	R10633	NAD+ + Histone N6-acetyl-L-lysine + H2O <=> Nicotinamide + Histone-L-lysine + O-Acetyl-ADP-ribose + H+
